Date,Volatility_5,Change/Target,Pos,Neg,Sum,Num,Ave,reg_values,reg_Tree_values
1488289860,0.3366,0.27,0,0,0,1,0,0.159043,0.4625
1488289920,0.2577,0.02,2,0,2,1,2,0.159043,0.4079
1488289980,0.2618,-0.22,0,0,0,0,0,0.0159043,0.4939
1488290040,0.3145,0.4,0,0,0,0,0,0.0159043,0.4939
1488290100,0.273,0.11,0,0,0,0,0,0.0159043,0.4939
1488290160,0.3187,-0.37,0,0,0,0,0,0.0159043,0.4939
1488290220,0.2458,-0.08,0,0,0,0,0,0.0159043,0.4939
1488290280,0.2405,0.21,0,0,0,0,0,0.0159043,0.4939
1488290340,0.2303,0.19,0,0,0,0,0,0.0159043,0.4939
1488290400,0.2702,0.21,2,0,2,2,1,0.164412171,0.4534
1488290460,0.2135,-0.08,0,0,0,0,0,0.0159043,0.4939
1488290520,0.2757,-0.29,0,0,0,0,0,0.0159043,0.4939
1488290580,0.2437,0.08,0,0,0,0,0,0.0159043,0.4939
1488290640,0.3658,-0.52,0,0,0,0,0,0.0159043,0.4939
1488290700,0.3172,-0.09,0,0,0,0,0,0.0159043,0.4939
1488290760,0.5314,-0.84,0,0,0,0,0,0.0159043,0.4939
1488290820,0.411,0.01,0,0,0,0,0,0.0159043,0.4939
1488290880,0.374,-0.19,0,0,0,0,0,0.0159043,0.4939
1488290940,0.4194,-0.51,1,1,0,1,0,0.159043,0.1188
1488291000,0.3629,0.17,1,0,1,1,1,0.159043,0.4534
1488291060,0.3087,0.13,0,0,0,1,0,0.159043,0.4625
1488291120,0.3057,-0.24,0,0,0,0,0,0.0159043,0.4939
1488291180,0.3005,-0.06,0,0,0,0,0,0.0159043,0.4939
1488291240,0.3137,-0.33,3,1,2,1,2,0.159043,0.1188
1488291300,0.2991,-0.24,1,0,1,1,1,0.159043,0.4534
1488291360,0.4161,-0.41,0,0,0,0,0,0.0159043,0.4939
1488291420,0.3874,-0.09,0,0,0,0,0,0.0159043,0.4939
1488291480,0.3216,-0.13,0,0,0,1,0,0.159043,0.4625
1488291540,0.4243,0.11,0,3,-3,2,-2,0.164412171,0.1188
1488291600,0.3463,0.06,3,0,3,1,3,0.159043,0.4079
1488291660,0.2976,-0.09,1,3,-2,2,-1,0.164412171,0.1188
1488291720,0.385,0.49,0,0,0,0,0,0.0159043,0.4939
1488291780,0.42,-0.42,0,0,0,0,0,0.0159043,0.4939
1488291840,0.3667,-0.11,0,0,0,0,0,0.0159043,0.4939
1488291900,0.4944,0.74,0,0,0,0,0,0.0159043,0.4939
1488291960,0.4462,0.06,0,0,0,1,0,0.159043,0.4625
1488292020,0.4675,0.43,0,0,0,1,0,0.159043,0.4625
1488292080,0.3883,0.08,0,0,0,1,0,0.159043,0.4625
1488292140,0.3489,0.22,0,0,0,1,0,0.159043,0.4625
1488292200,0.3359,-0.21,1,0,1,2,0,0.164412171,0.4625
1488292260,0.294,-0.05,0,0,0,0,0,0.0159043,0.4939
1488292320,0.296,0.3,0,0,0,1,0,0.159043,0.4625
1488292380,0.2706,0,0,0,0,1,0,0.159043,0.4625
1488292440,0.2205,-0.06,0,0,0,1,0,0.159043,0.4625
1488292500,0.287,-0.31,0,0,0,1,0,0.159043,0.4625
1488292560,0.2813,-0.26,0,0,0,0,0,0.0159043,0.4939
1488292620,0.2542,0.12,0,0,0,0,0,0.0159043,0.4939
1488292680,0.1962,-0.01,0,0,0,1,0,0.159043,0.4625
1488292740,0.1608,0.04,0,0,0,0,0,0.0159043,0.4939
1488292800,0.1872,-0.21,0,0,0,0,0,0.0159043,0.4939
1488292860,0.1848,0.11,0,0,0,0,0,0.0159043,0.4939
1488292920,0.1898,0.07,0,0,0,0,0,0.0159043,0.4939
1488292980,0.2332,0.27,1,0,1,1,1,0.159043,0.4534
1488293040,0.2288,-0.15,2,0,2,3,0,0.167552935,0.4625
1488293100,0.2825,0.36,1,0,1,1,1,0.159043,0.4534
1488293160,0.2383,-0.05,0,0,0,0,0,0.0159043,0.4939
1488293220,0.2588,0.18,0,0,0,0,0,0.0159043,0.4939
1488293280,0.2592,0.12,0,1,-1,2,-1,0.164412171,0.1188
1488293340,0.5428,1.07,2,1,1,2,0,0.164412171,0.1188
1488293400,0.5252,-0.21,3,2,1,12,0,0.178291277,0.1188
1488293460,0.4035,-0.03,0,0,0,0,0,0.0159043,0.4939
1488293520,0.3656,-0.27,0,0,0,0,0,0.0159043,0.4939
1488293580,0.3638,-0.33,0,0,0,0,0,0.0159043,0.4939
1488293640,0.3192,0.14,0,0,0,0,0,0.0159043,0.4939
1488293700,0.2594,0.1,0,0,0,0,0,0.0159043,0.4939
1488293760,0.2229,0.06,0,0,0,1,0,0.159043,0.4625
1488293820,0.2219,0.09,0,0,0,0,0,0.0159043,0.4939
1488293880,0.2313,-0.21,0,0,0,0,0,0.0159043,0.4939
1488293940,0.2209,-0.04,0,0,0,0,0,0.0159043,0.4939
1488294000,0.2907,-0.37,0,0,0,0,0,0.0159043,0.4939
1488294060,0.2805,-0.15,0,1,-1,1,-1,0.159043,0.1188
1488294120,0.2736,-0.02,0,0,0,2,0,0.164412171,0.4625
1488294180,0.3291,0.42,0,0,0,0,0,0.0159043,0.4939
1488294240,0.306,0.16,2,0,2,1,2,0.159043,0.4079
1488294300,0.3306,-0.02,0,0,0,10,0,0.176879,0.4625
1488294360,0.3137,-0.27,2,0,2,3,0,0.167552935,0.4625
1488294420,0.2992,-0.27,0,0,0,2,0,0.164412171,0.4625
1488294480,0.3127,-0.15,1,1,0,1,0,0.159043,0.1188
1488294540,0.2951,0.22,1,0,1,2,0,0.164412171,0.4625
1488294600,0.3867,0.3,2,0,2,1,2,0.159043,0.4079
1488294660,0.3044,0.01,0,0,0,0,0,0.0159043,0.4939
1488294720,0.3995,0.55,0,0,0,2,0,0.164412171,0.4625
1488294780,0.3431,0.09,0,0,0,0,0,0.0159043,0.4939
1488294840,0.3821,0.16,0,0,0,0,0,0.0159043,0.4939
1488294900,0.3813,0.13,0,0,0,0,0,0.0159043,0.4939
1488294960,0.3376,-0.24,2,2,0,8,0,0.175150513,0.1188
1488295020,0.3017,-0.04,0,0,0,1,0,0.159043,0.4625
1488295080,0.2412,-0.1,4,0,4,3,1,0.167552935,0.4534
1488295140,0.3475,0.36,0,0,0,0,0,0.0159043,0.4939
1488295200,0.3016,-0.1,0,0,0,0,0,0.0159043,0.4939
1488295260,0.3145,0.04,1,0,1,1,1,0.159043,0.4534
1488295320,0.463,-0.61,3,0,3,4,0,0.169781342,0.4625
1488295380,0.3987,0.2,0,0,0,0,0,0.0159043,0.4939
1488295440,0.3158,-0.15,0,0,0,0,0,0.0159043,0.4939
1488295500,0.3272,-0.16,0,0,0,1,0,0.159043,0.4625
1488295560,0.3315,-0.33,0,0,0,1,0,0.159043,0.4625
1488295620,0.3444,-0.3,0,0,0,2,0,0.164412171,0.4625
1488295680,0.3662,0.36,0,0,0,0,0,0.0159043,0.4939
1488295740,0.3574,-0.22,0,0,0,1,0,0.159043,0.4625
1488295800,0.3683,-0.3,2,0,2,3,0,0.167552935,0.4625
1488295860,0.3589,-0.06,0,0,0,3,0,0.167552935,0.4625
1488295920,0.336,0.07,4,1,3,4,0,0.169781342,0.1188
1488295980,0.3473,-0.37,0,0,0,0,0,0.0159043,0.4939
1488296040,0.3415,-0.32,0,0,0,0,0,0.0159043,0.4939
1488296100,0.4043,0.51,3,0,3,3,1,0.167552935,0.4534
1488296160,0.6262,0.26,0,0,0,0,0,0.0159043,0.4939
1488296220,0.9775,-1.68,0,0,0,0,0,0.0159043,0.4939
1488296280,0.8683,-0.42,1,0,1,1,1,0.159043,0.4534
1488296340,0.7322,0.15,0,1,-1,1,-1,0.159043,0.1188
1488296400,0.6281,-0.25,0,0,0,0,0,0.0159043,0.4939
1488296460,0.4887,-0.05,1,0,1,2,0,0.164412171,0.4625
1488296520,0.4325,0.23,0,0,0,0,0,0.0159043,0.4939
1488296580,0.5584,0.53,0,0,0,0,0,0.0159043,0.4939
1488296640,0.5022,0.31,1,0,1,4,0,0.169781342,0.4625
1488296700,0.5881,0.76,0,0,0,0,0,0.0159043,0.4939
1488296760,0.6955,0.89,0,0,0,1,0,0.159043,0.4625
1488296820,0.5736,0.04,0,0,0,0,0,0.0159043,0.4939
1488296880,0.4923,-0.07,1,1,0,1,0,0.159043,0.1188
1488296940,0.4416,0.3,2,0,2,1,2,0.159043,0.4079
1488297000,0.5544,0.76,0,0,0,9,0,0.176062869,0.4625
1488297060,0.483,-0.26,0,0,0,0,0,0.0159043,0.4939
1488297120,0.482,0.2,0,0,0,1,0,0.159043,0.4625
1488297180,0.4447,-0.26,0,0,0,0,0,0.0159043,0.4939
1488297240,0.3598,0.1,1,0,1,1,1,0.159043,0.4534
1488297300,0.6231,1.15,0,0,0,1,0,0.159043,0.4625
1488297360,0.5988,0.12,0,0,0,2,0,0.164412171,0.4625
1488297420,0.5558,-0.32,0,0,0,5,0,0.171509829,0.4625
1488297480,0.5806,-0.61,0,0,0,0,0,0.0159043,0.4939
1488297540,0.757,-0.54,0,0,0,0,0,0.0159043,0.4939
1488297600,0.5947,0.21,0,1,-1,1,-1,0.159043,0.1188
1488297660,0.4765,-0.22,0,0,0,0,0,0.0159043,0.4939
1488297720,0.321,0,0,2,-2,2,-1,0.164412171,0.1188
1488297780,0.214,0,0,1,-1,1,-1,0.159043,0.1188
1488297840,0.146,-0.01,0,0,0,0,0,0.0159043,0.4939
1488297900,0.0973,0,0,0,0,0,0,0.0159043,0.4939
1488297960,0.0649,0,0,0,0,0,0,0.0159043,0.4939
1488298020,0.0433,0,0,0,0,0,0,0.0159043,0.4939
1488298080,0.0288,0,0,0,0,1,0,0.159043,0.4625
1488298140,0.0192,0,0,0,0,1,0,0.159043,0.4625
1488298200,0.0128,0,0,0,0,1,0,0.159043,0.4625
1488298260,0.0085,0,0,0,0,0,0,0.0159043,0.4939
1488298320,0.0057,0,2,1,1,3,0,0.167552935,0.1188
1488298380,0.0038,0,0,0,0,0,0,0.0159043,0.4939
1488298440,0.0025,0,1,2,-1,1,-1,0.159043,0.1188
1488360600,6.3117,18.77,1,1,0,6,0,0.172922106,0.1188
1488360660,4.4479,0.59,1,0,1,4,0,0.169781342,0.4625
1488360720,3.3086,-0.87,2,0,2,4,0,0.169781342,0.4625
1488360780,2.4458,0.5,0,0,0,5,0,0.171509829,0.4625
1488360840,1.8639,-0.44,1,0,1,4,0,0.169781342,0.4625
1488360900,1.6593,0.96,0,0,0,6,0,0.172922106,0.4625
1488360960,1.3996,0.57,0,0,0,1,0,0.159043,0.4625
1488361020,1.1931,0.33,1,0,1,6,0,0.172922106,0.4625
1488361080,0.9753,-0.44,0,0,0,2,0,0.164412171,0.4625
1488361140,0.7868,0.23,1,0,1,4,0,0.169781342,0.4625
1488361200,0.7779,-0.38,0,0,0,3,0,0.167552935,0.4625
1488361260,0.632,0.18,0,1,-1,4,-1,0.169781342,0.1188
1488361320,0.6247,-0.33,0,0,0,2,0,0.164412171,0.4625
1488361380,0.5365,-0.15,0,0,0,3,0,0.167552935,0.4625
1488361440,0.5177,-0.44,0,0,0,5,0,0.171509829,0.4625
1488361500,0.5517,0.46,1,0,1,2,0,0.164412171,0.4625
1488361560,0.4445,-0.01,0,0,0,0,0,0.0159043,0.4939
1488361620,0.3797,-0.07,0,0,0,3,0,0.167552935,0.4625
1488361680,0.5398,0.32,8,2,6,7,0,0.174116169,0.1188
1488361740,0.5365,0.16,0,0,0,3,0,0.167552935,0.4625
1488361800,0.6144,0.47,1,0,1,1,1,0.159043,0.4534
1488361860,0.6396,-0.34,1,0,1,3,0,0.167552935,0.4625
1488361920,0.5597,0.13,0,0,0,1,0,0.159043,0.4625
1488361980,0.6065,-0.01,0,0,0,1,0,0.159043,0.4625
1488362040,0.7076,0.56,0,0,0,2,0,0.164412171,0.4625
1488362100,0.6217,0.23,0,0,0,4,0,0.169781342,0.4625
1488362160,0.8845,1.18,0,0,0,1,0,0.159043,0.4625
1488362220,0.7196,-0.01,1,0,1,3,0,0.167552935,0.4625
1488362280,0.6198,0.15,0,0,0,0,0,0.0159043,0.4939
1488362340,0.5465,0.21,0,0,0,2,0,0.164412171,0.4625
1488362400,0.6343,0.61,0,0,0,3,0,0.167552935,0.4625
1488362460,0.6896,0.38,2,0,2,2,1,0.164412171,0.4534
1488362520,0.8664,1.05,0,0,0,1,0,0.159043,0.4625
1488362580,0.7643,0.37,1,0,1,1,1,0.159043,0.4534
1488362640,0.7662,-0.44,1,1,0,6,0,0.172922106,0.1188
1488362700,0.6709,-0.23,0,0,0,0,0,0.0159043,0.4939
1488362760,0.6039,-0.03,1,0,1,2,0,0.164412171,0.4625
1488362820,0.4659,-0.05,0,0,0,2,0,0.164412171,0.4625
1488362880,0.4973,-0.26,1,1,0,2,0,0.164412171,0.1188
1488362940,0.4649,0.12,0,0,0,1,0,0.159043,0.4625
1488363000,0.4499,-0.38,0,0,0,0,0,0.0159043,0.4939
1488363060,0.3933,-0.03,2,1,1,4,0,0.169781342,0.1188
1488363120,0.4088,0.27,1,0,1,4,0,0.169781342,0.4625
1488363180,0.3992,0.07,0,0,0,4,0,0.169781342,0.4625
1488363240,0.5461,0.76,0,0,0,0,0,0.0159043,0.4939
1488363300,0.5008,0.15,2,0,2,4,0,0.169781342,0.4625
1488363360,0.6472,-0.36,2,0,2,2,1,0.164412171,0.4534
1488363420,0.5481,-0.01,0,0,0,2,0,0.164412171,0.4625
1488363480,0.4688,0.02,0,0,0,1,0,0.159043,0.4625
1488363540,0.4725,0.35,0,0,0,1,0,0.159043,0.4625
1488363600,0.5984,0.84,1,0,1,2,0,0.164412171,0.4625
1488363660,0.5723,0,0,0,0,2,0,0.164412171,0.4625
1488363720,0.5448,0.14,0,0,0,3,0,0.167552935,0.4625
1488363780,0.5032,0.16,0,0,0,3,0,0.167552935,0.4625
1488363840,0.4921,-0.33,0,0,0,0,0,0.0159043,0.4939
1488363900,0.4781,-0.45,0,0,0,3,0,0.167552935,0.4625
1488363960,0.4353,0.1,0,0,0,3,0,0.167552935,0.4625
1488364020,0.4903,-0.4,0,0,0,0,0,0.0159043,0.4939
1488364080,0.4401,0.03,2,0,2,1,2,0.159043,0.4079
1488364140,0.4768,0.11,0,0,0,1,0,0.159043,0.4625
1488364200,0.4912,-0.16,2,0,2,3,0,0.167552935,0.4625
1488364260,0.4908,0.23,0,0,0,0,0,0.0159043,0.4939
1488364320,0.4339,0.16,0,0,0,2,0,0.164412171,0.4625
1488364380,0.5825,-0.67,0,0,0,5,0,0.171509829,0.4625
1488364440,0.5084,0.09,0,0,0,1,0,0.159043,0.4625
1488364500,0.4389,0.09,1,0,1,2,0,0.164412171,0.4625
1488364560,0.3826,0.04,0,0,0,3,0,0.167552935,0.4625
1488364620,0.4184,-0.42,0,0,0,2,0,0.164412171,0.4625
1488364680,0.3723,-0.12,1,0,1,1,1,0.159043,0.4534
1488364740,0.4215,-0.49,0,0,0,0,0,0.0159043,0.4939
1488364800,0.531,-0.72,2,1,1,3,0,0.167552935,0.1188
1488364860,0.5274,0.35,0,0,0,1,0,0.159043,0.4625
1488364920,0.4616,0.16,0,0,0,0,0,0.0159043,0.4939
1488364980,0.3811,0.08,0,0,0,1,0,0.159043,0.4625
1488365040,0.4207,-0.48,1,1,0,3,0,0.167552935,0.1188
1488365100,0.4871,0.51,0,0,0,0,0,0.0159043,0.4939
1488365160,0.468,0.41,0,0,0,0,0,0.0159043,0.4939
1488365220,0.392,0.22,0,0,0,1,0,0.159043,0.4625
1488365280,0.3413,0.03,2,0,2,2,1,0.164412171,0.4534
1488365340,0.2976,0,0,0,0,1,0,0.159043,0.4625
1488365400,0.3617,-0.35,0,0,0,0,0,0.0159043,0.4939
1488365460,0.3178,-0.17,0,0,0,0,0,0.0159043,0.4939
1488365520,0.3719,-0.34,0,1,-1,2,-1,0.164412171,0.1188
1488365580,0.3113,0.15,1,0,1,1,1,0.159043,0.4534
1488365640,0.3909,0.23,0,0,0,0,0,0.0159043,0.4939
1488365700,0.4839,0.67,0,0,0,2,0,0.164412171,0.4625
1488365760,0.4093,0.05,0,0,0,1,0,0.159043,0.4625
1488365820,0.3562,-0.08,0,0,0,0,0,0.0159043,0.4939
1488365880,0.3842,0.31,0,0,0,0,0,0.0159043,0.4939
1488365940,0.4627,0.47,0,0,0,3,0,0.167552935,0.4625
1488366000,0.4518,-0.43,0,0,0,1,0,0.159043,0.4625
1488366060,0.4412,0.17,0,0,0,1,0,0.159043,0.4625
1488366120,0.5074,0.26,0,0,0,1,0,0.159043,0.4625
1488366180,0.4083,0.07,2,0,2,6,0,0.172922106,0.4625
1488366240,0.4822,-0.58,0,0,0,3,0,0.167552935,0.4625
1488366300,0.4282,0.27,0,0,0,2,0,0.164412171,0.4625
1488366360,0.4621,0.33,0,0,0,0,0,0.0159043,0.4939
1488366420,0.4214,0.19,0,0,0,0,0,0.0159043,0.4939
1488366480,0.6943,1.17,0,0,0,0,0,0.0159043,0.4939
1488366540,0.8762,0.94,0,0,0,2,0,0.164412171,0.4625
1488366600,0.8308,-0.71,0,0,0,2,0,0.164412171,0.4625
1488366660,0.8939,0.78,0,0,0,0,0,0.0159043,0.4939
1488366720,0.7392,-0.38,0,0,0,2,0,0.164412171,0.4625
1488366780,0.7361,-0.61,0,0,0,0,0,0.0159043,0.4939
1488366840,0.6141,0.03,0,0,0,0,0,0.0159043,0.4939
1488366900,0.506,0.03,0,0,0,0,0,0.0159043,0.4939
1488366960,0.4607,0.18,0,0,0,0,0,0.0159043,0.4939
1488367020,0.5738,0.09,0,0,0,0,0,0.0159043,0.4939
1488367080,0.6659,0.83,0,0,0,2,0,0.164412171,0.4625
1488367140,0.6973,0.34,0,0,0,0,0,0.0159043,0.4939
1488367200,0.5215,0.02,0,0,0,2,0,0.164412171,0.4625
1488367260,0.4677,-0.3,1,1,0,3,0,0.167552935,0.1188
1488367320,0.5952,-0.69,2,0,2,2,1,0.164412171,0.4534
1488367380,0.5901,-0.28,1,0,1,1,1,0.159043,0.4534
1488367440,0.5668,0.23,0,0,0,0,0,0.0159043,0.4939
1488367500,0.5046,0.17,0,0,0,0,0,0.0159043,0.4939
1488367560,0.633,0.65,0,0,0,3,0,0.167552935,0.4625
1488367620,0.5153,-0.04,0,0,0,2,0,0.164412171,0.4625
1488367680,0.4935,0.33,0,0,0,1,0,0.159043,0.4625
1488367740,0.5257,0.43,0,0,0,0,0,0.0159043,0.4939
1488367800,0.5238,-0.32,0,0,0,3,0,0.167552935,0.4625
1488367860,0.5226,0.35,2,0,2,2,1,0.164412171,0.4534
1488367920,0.4417,0.27,0,0,0,0,0,0.0159043,0.4939
1488367980,0.4211,-0.07,2,0,2,1,2,0.159043,0.4079
1488368040,0.374,0.09,0,0,0,0,0,0.0159043,0.4939
1488368100,0.316,-0.12,0,0,0,2,0,0.164412171,0.4625
1488368160,0.3573,-0.33,0,0,0,4,0,0.169781342,0.4625
1488368220,0.3615,-0.26,0,0,0,1,0,0.159043,0.4625
1488368280,0.3676,0.25,0,0,0,0,0,0.0159043,0.4939
1488368340,0.3151,-0.15,0,0,0,2,0,0.164412171,0.4625
1488368400,0.32,0.18,2,2,0,3,0,0.167552935,0.1188
1488368460,0.3367,0.28,0,0,0,0,0,0.0159043,0.4939
1488368520,0.3845,0.28,1,0,1,2,0,0.164412171,0.4625
1488368580,0.3396,0.11,1,0,1,2,0,0.164412171,0.4625
1488368640,0.3565,-0.24,0,0,0,1,0,0.159043,0.4625
1488368700,0.3176,-0.08,1,1,0,1,0,0.159043,0.1188
1488368760,0.3318,-0.29,0,0,0,0,0,0.0159043,0.4939
1488368820,0.3646,0.37,1,2,-1,1,-1,0.159043,0.1188
1488368880,0.3297,-0.04,0,0,0,3,0,0.167552935,0.4625
1488368940,0.3165,-0.02,0,0,0,2,0,0.164412171,0.4625
1488369000,0.331,0.34,0,2,-2,2,-1,0.164412171,0.1188
1488369060,0.484,0.79,0,0,0,0,0,0.0159043,0.4939
1488369120,0.4094,-0.21,0,0,0,0,0,0.0159043,0.4939
1488369180,0.4196,0.24,0,0,0,1,0,0.159043,0.4625
1488369240,0.3664,-0.04,0,0,0,1,0,0.159043,0.4625
1488369300,0.3409,0.1,1,1,0,2,0,0.164412171,0.1188
1488369360,0.3106,0.17,1,0,1,1,1,0.159043,0.4534
1488369420,0.4271,-0.64,1,0,1,1,1,0.159043,0.4534
1488369480,0.3582,-0.08,0,0,0,1,0,0.159043,0.4625
1488369540,0.3188,-0.2,0,0,0,0,0,0.0159043,0.4939
1488369600,0.3792,0.35,3,0,3,4,0,0.169781342,0.4625
1488369660,0.4228,0.47,1,1,0,2,0,0.164412171,0.1188
1488369720,0.5786,0.68,1,0,1,1,1,0.159043,0.4534
1488369780,0.4856,0.18,0,0,0,1,0,0.159043,0.4625
1488369840,0.8571,1.41,1,0,1,1,1,0.159043,0.4534
1488369900,0.9047,0.81,0,0,0,1,0,0.159043,0.4625
1488369960,0.8265,-0.46,1,0,1,2,0,0.164412171,0.4625
1488370020,0.6911,-0.29,0,0,0,0,0,0.0159043,0.4939
1488370080,0.6773,0.62,0,0,0,1,0,0.159043,0.4625
1488370140,0.6316,-0.3,2,0,2,2,1,0.164412171,0.4534
1488370200,0.5143,0.15,2,1,1,1,1,0.159043,0.1188
1488370260,0.5395,0.57,0,0,0,1,0,0.159043,0.4625
1488370320,0.5263,0.43,1,0,1,2,0,0.164412171,0.4625
1488370380,0.5109,-0.45,0,0,0,1,0,0.159043,0.4625
1488370440,0.6305,0.8,0,0,0,0,0,0.0159043,0.4939
1488370500,0.5671,0.36,0,0,0,0,0,0.0159043,0.4939
1488370560,0.9314,-1.57,0,0,0,1,0,0.159043,0.4625
1488370620,0.811,-0.13,0,0,0,1,0,0.159043,0.4625
1488370680,0.644,0.11,0,0,0,0,0,0.0159043,0.4939
1488370740,0.546,0.09,1,0,1,1,1,0.159043,0.4534
1488370800,0.5506,-0.4,0,0,0,0,0,0.0159043,0.4939
1488370860,0.477,0.33,0,0,0,0,0,0.0159043,0.4939
1488370920,0.518,-0.46,0,0,0,1,0,0.159043,0.4625
1488370980,0.6587,0.87,0,0,0,0,0,0.0159043,0.4939
1488371040,0.5358,0.23,0,0,0,0,0,0.0159043,0.4939
1488371100,0.5372,0.49,0,0,0,0,0,0.0159043,0.4939
1488371160,0.4348,0.11,0,0,0,0,0,0.0159043,0.4939
1488371220,0.5399,-0.49,0,0,0,0,0,0.0159043,0.4939
1488371280,0.5466,0.35,0,1,-1,1,-1,0.159043,0.1188
1488371340,0.4245,-0.09,0,1,-1,1,-1,0.159043,0.1188
1488371400,0.433,-0.21,0,0,0,0,0,0.0159043,0.4939
1488371460,0.4119,-0.21,0,0,0,0,0,0.0159043,0.4939
1488371520,0.398,0.03,0,1,-1,2,-1,0.164412171,0.1188
1488371580,0.372,-0.29,0,0,0,1,0,0.159043,0.4625
1488371640,0.338,0.08,0,0,0,1,0,0.159043,0.4625
1488371700,0.302,0.01,2,0,2,2,1,0.164412171,0.4534
1488371760,0.2546,-0.09,0,0,0,0,0,0.0159043,0.4939
1488371820,0.2664,-0.05,2,0,2,2,1,0.164412171,0.4534
1488371880,0.2943,-0.27,0,0,0,0,0,0.0159043,0.4939